Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Tekken 3D: Prime Edition,3DS,2012.0,Fighting,0.06,0.07,0.05,0.01,64.0,5.9,T
Cubic Ninja,3DS,2011.0,Platform,0.05,0.04,0.0,0.01,51.0,5.9,E
Cartoon Network: Punch Time Explosion,3DS,2011.0,Fighting,0.07,0.02,0.0,0.01,58.0,5.9,E10+
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,0.51,01.02,1.4,0.12,66.0,6.9,E
Sonic Generations,3DS,2011.0,Platform,0.44,0.47,0.01,0.09,66.0,6.9,E
Mario Tennis Open,3DS,2012.0,Sports,0.26,0.29,0.34,0.05,69.0,6.9,E
Professor Layton and the Azran Legacy,3DS,2013.0,Puzzle,0.0,0.48,0.25,0.03,81.0,7.9,E10+
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,0.22,0.09,0.0,0.03,77.0,7.9,T
Etrian Mystery Dungeon,3DS,2015.0,Role-Playing,0.09,0.01,0.13,0.01,77.0,7.9,E10+
Brain Age: Concentration Training,3DS,2012.0,Puzzle,0.09,0.0,0.0,0.01,71.0,7.9,E
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,1.4,01.01,0.46,0.23,91.0,8.9,E
Moshi Monsters: Moshlings Theme Park,3DS,2012.0,Misc,0.13,0.13,0.0,0.03,,tbd,E
Zoo Resort 3D,3DS,2011.0,Simulation,0.11,0.09,0.03,0.02,,tbd,E
How to Train Your Dragon 2,3DS,2014.0,Adventure,0.04,0.19,0.0,0.02,,tbd,E10+
Wipeout 2,3DS,2011.0,Misc,0.22,0.0,0.0,0.01,,tbd,E
LEGO Ninjago: Shadow of Ronin,3DS,2015.0,Action,0.05,0.11,0.04,0.01,,tbd,E10+
Pet Zombies,3DS,,Simulation,0.18,0.0,0.0,0.01,,tbd,T
NASCAR Unleashed,3DS,2011.0,Racing,0.18,0.0,0.0,0.01,,tbd,E
Reel Fishing Paradise 3D,3DS,2011.0,Sports,0.12,0.0,0.06,0.01,57.0,tbd,E
Ben 10 Galactic Racing,3DS,2011.0,Racing,0.07,0.07,0.0,0.01,,tbd,E
Imagine: Fashion Designer,3DS,2011.0,Simulation,0.1,0.02,0.0,0.01,,tbd,E
Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014.0,Adventure,0.08,0.04,0.0,0.01,,tbd,E10+
Puppies 3D,3DS,2011.0,Misc,0.08,0.04,0.0,0.01,,tbd,E
DreamWorks Super Star Kartz,3DS,2011.0,Racing,0.08,0.03,0.0,0.01,,tbd,E
Skylanders: SuperChargers,3DS,2015.0,Action,0.05,0.06,0.0,0.01,,tbd,E10+
Deca Sports Extreme,3DS,2011.0,Sports,0.08,0.0,0.03,0.01,52.0,tbd,E
Jaws: Ultimate Predator,3DS,2011.0,Action,0.11,0.0,0.0,0.01,,tbd,M
Brunswick Pro Bowling,3DS,2011.0,Sports,0.11,0.0,0.0,0.01,,tbd,E
NCIS 3D,3DS,2011.0,Adventure,0.06,0.04,0.0,0.01,,tbd,T
DualPenSports,3DS,2011.0,Sports,0.05,0.05,0.0,0.01,58.0,tbd,E10+
Generator Rex: Agent of Providence,3DS,2011.0,Action,0.07,0.02,0.0,0.01,,tbd,E10+
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,2011.0,Action,0.07,0.02,0.0,0.01,54.0,tbd,E10+
PAC-MAN and the Ghostly Adventures,3DS,2013.0,Platform,0.05,0.04,0.0,0.01,,tbd,E10+
Carnival Games: Wild West 3D,3DS,2011.0,Misc,0.06,0.02,0.0,0.01,,tbd,E10+
Nikoli's Pencil Puzzle,3DS,2011.0,Puzzle,0.05,0.03,0.0,0.01,61.0,tbd,E
Face Racers: Photo Finish,3DS,,Racing,0.08,0.0,0.0,0.01,,tbd,E
Puzzler Mind Gym 3D,3DS,2011.0,Puzzle,0.07,0.0,0.0,0.01,51.0,tbd,E
Pac-Man and the Ghostly Adventures 2,3DS,2014.0,Adventure,0.03,0.04,0.0,0.01,60.0,tbd,E10+
Petz Fantasy 3D,3DS,2011.0,Simulation,0.07,0.0,0.0,0.0,,tbd,E
Cut the Rope,3DS,2014.0,Puzzle,0.06,0.0,0.0,0.01,,tbd,E
Penguins of Madagascar,3DS,2014.0,Action,0.0,0.06,0.0,0.0,51.0,tbd,E
Moshi Monsters: Katsuma Unleashed,3DS,2013.0,Action,0.03,0.03,0.0,0.01,,tbd,E
A-Train: City Simulator,3DS,2014.0,Simulation,0.0,0.0,0.06,0.0,65.0,tbd,E10+
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013.0,Shooter,0.0,0.06,0.0,0.0,,tbd,E10+
Goosebumps: The Game,3DS,2015.0,Adventure,0.05,0.0,0.0,0.01,,tbd,E10+
Centipede: Infestation,3DS,2011.0,Shooter,0.04,0.0,0.0,0.0,,tbd,E10+
Mahjong 3D: Warriors of the Emperor,3DS,2011.0,Misc,0.0,0.04,0.0,0.0,,tbd,E
Monster High: New Ghoul in School,3DS,2015.0,Action,0.0,0.04,0.0,0.0,,tbd,E
Gem Smashers,3DS,2011.0,Platform,0.04,0.0,0.0,0.0,,tbd,E
SpongeBob: HeroPants,3DS,2015.0,Platform,0.03,0.0,0.0,0.0,,tbd,E
Deer Drive: Legends,3DS,2012.0,Action,0.03,0.0,0.0,0.0,,tbd,T
Paddington: Adventures in London,3DS,2015.0,Puzzle,0.0,0.03,0.0,0.0,,tbd,
Angler's Club: Ultimate Bass Fishing 3D,3DS,2011.0,Sports,0.0,0.03,0.0,0.0,,tbd,E
Barbie and Her Sisters Puppy Rescue,3DS,2015.0,Action,0.0,0.03,0.0,0.0,,tbd,E
Power Rangers Super Megaforce,3DS,2014.0,Action,0.01,0.01,0.0,0.0,43.0,tbd,E10+
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015.0,Action,0.0,0.03,0.0,0.0,,tbd,E10+
Teddy Together,3DS,2016.0,Simulation,0.0,0.02,0.0,0.0,,tbd,
Thomas and Friends: Steaming around Sodor,3DS,2015.0,Action,0.0,0.02,0.0,0.0,,tbd,
Azada,3DS,2012.0,Puzzle,0.0,0.02,0.0,0.0,,tbd,E
Monster High 13 Wishes,3DS,2013.0,Action,0.0,0.02,0.0,0.0,,tbd,E
Azure Striker Gunvolt: Striker Pack,3DS,2016.0,Action,0.0,0.0,0.01,0.0,,tbd,T
Cartoon Network Battle Crashers,3DS,2016.0,Action,0.01,0.0,0.0,0.0,,tbd,E10+
Outdoors Unleashed: Alaska 3D,3DS,2011.0,Sports,0.01,0.0,0.0,0.0,,tbd,T
Winx Club: Saving Alfea,3DS,2014.0,Action,0.0,0.01,0.0,0.0,,tbd,E
Legends of Oz: Dorothy's Return,3DS,2014.0,Puzzle,0.0,0.01,0.0,0.0,,tbd,E
Balloon Pop 2,3DS,2012.0,Puzzle,0.01,0.0,0.0,0.0,,tbd,E
Outdoors Unleashed: Africa 3D,3DS,2011.0,Sports,0.01,0.0,0.0,0.0,,tbd,T
Pokemon X/Pokemon Y,3DS,2013.0,Role-Playing,5.28,4.19,4.35,0.78,,,
Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,2014.0,Role-Playing,4.35,3.49,3.1,0.74,,,
Super Smash Bros. for Wii U and 3DS,3DS,2014.0,Fighting,3.27,1.37,2.43,0.48,,,
Pokemon Sun/Moon,3DS,2016.0,Role-Playing,2.98,1.45,2.26,0.45,,,
Tomodachi Life,3DS,2013.0,Simulation,0.97,2.11,1.9,0.24,,,
The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,02.09,1.31,0.62,0.31,,,
Nintendogs + cats,3DS,2011.0,Simulation,1.44,1.41,0.73,0.27,,,
Monster Hunter 4,3DS,2013.0,Role-Playing,0.0,0.0,3.44,0.0,,,
Monster Hunter X,3DS,2015.0,Action,0.27,0.21,2.79,0.05,,,
Yokai Watch 2 Ganso/Honke,3DS,2014.0,Role-Playing,0.09,0.0,3.18,0.01,,,
Monster Hunter Tri,3DS,2011.0,Role-Playing,0.46,0.29,1.96,0.07,,,
Yokai Watch 2 Shinuchi,3DS,2014.0,Role-Playing,0.0,0.0,2.68,0.0,,,
Yokai Watch Busters,3DS,2015.0,Action,0.0,0.0,2.29,0.0,,,
Yokai Watch,3DS,2013.0,Role-Playing,0.25,0.45,1.33,0.05,,,
Mario & Luigi: Dream Team,3DS,2013.0,Role-Playing,0.89,0.58,0.46,0.14,,,
Donkey Kong Country Returns,3DS,2013.0,Platform,0.74,0.62,0.41,0.13,,,
Professor Layton and the Mask of Miracle,3DS,2011.0,Puzzle,0.32,0.97,0.36,0.13,,,
Fire Emblem Fates,3DS,2015.0,Role-Playing,0.81,0.23,0.52,0.11,,,
Puzzle & Dragons,3DS,2013.0,Role-Playing,0.0,0.0,1.51,0.0,,,
LEGO City Undercover,3DS,2013.0,Platform,0.52,0.77,0.07,0.11,,,
Dragon Quest VII: Warriors of Eden,3DS,2013.0,Role-Playing,0.06,0.09,1.3,0.01,,,
Bravely Default: Flying Fairy,3DS,2012.0,Role-Playing,0.5,0.32,0.49,0.08,,,
Yokai Watch 3,3DS,2016.0,Action,0.0,0.0,1.33,0.0,,,
Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Sports,0.18,0.64,0.27,0.09,,,
Dragon Quest Monsters: Terry's Wonderland 3D,3DS,2012.0,Role-Playing,0.0,0.0,0.96,0.0,,,
Monster Strike 3DS,3DS,2015.0,Action,0.0,0.0,0.87,0.0,,,
Dragon Quest VIII: Journey of the Cursed King,3DS,2015.0,Role-Playing,0.0,0.0,0.86,0.0,,,T
Dragon Quest Monsters 2,3DS,2014.0,Role-Playing,0.0,0.0,0.79,0.0,,,
Mario & Luigi: Paper Jam,3DS,2015.0,Role-Playing,0.16,0.29,0.26,0.04,,,
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015.0,Misc,0.03,0.66,0.02,0.04,,,
Rhythm Heaven: The Best+,3DS,2015.0,Misc,0.0,0.03,0.72,0.0,,,
Dragon Quest Monsters Joker 3,3DS,2016.0,Role-Playing,0.0,0.0,0.63,0.0,,,
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012.0,Misc,0.0,0.0,0.63,0.0,,,
Toshochu: Run for Money,3DS,2012.0,Adventure,0.0,0.0,0.62,0.0,,,
Frozen: Olaf's Quest,3DS,2013.0,Platform,0.27,0.27,0.0,0.05,,,
Xenoblade Chronicles,3DS,2015.0,Role-Playing,0.27,0.14,0.12,0.04,,,
Yokai Sangokushi,3DS,2016.0,Action,0.0,0.0,0.56,0.0,,,
Inazuma Eleven GO,3DS,2011.0,Role-Playing,0.0,0.05,0.48,0.0,,,
Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016.0,Action,0.05,0.21,0.25,0.02,,,
Epic Mickey: Power of Illusion,3DS,2012.0,Action,0.36,0.04,0.04,0.04,,,
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015.0,Puzzle,0.06,0.07,0.34,0.01,,,
Inazuma Eleven Go 2: Chrono Stone,3DS,2012.0,Role-Playing,0.0,0.01,0.46,0.0,,,
Hyrule Warriors,3DS,2016.0,Action,0.17,0.13,0.11,0.03,,,
FIFA 12,3DS,2011.0,Sports,0.08,0.26,0.0,0.05,,,
Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013.0,Adventure,0.0,0.0,0.38,0.0,,,
Raving Rabbids: Travel in Time 3D,3DS,2011.0,Platform,0.11,0.23,0.0,0.04,,,
Etrian Odyssey IV: Legends of the Titans,3DS,2012.0,Role-Playing,0.12,0.05,0.2,0.01,,,
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013.0,Action,0.0,0.0,0.35,0.0,,,
Disney Magic World 2,3DS,2015.0,Action,0.02,0.11,0.19,0.01,,,
Dragon Ball Heroes: Ultimate Mission 2,3DS,2014.0,Strategy,0.0,0.0,0.32,0.0,,,
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014.0,Action,0.0,0.0,0.31,0.0,,,
Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,2012.0,Role-Playing,0.13,0.02,0.14,0.01,,,
Harvest Moon: The Tale of Two Towns,3DS,,Simulation,0.28,0.0,0.0,0.02,,,
Disney Infinity,3DS,2013.0,Action,0.17,0.1,0.0,0.02,,,
Dragon Ball Heroes: Ultimate Mission,3DS,2013.0,Misc,0.0,0.0,0.29,0.0,,,
Sonic & All-Stars Racing Transformed,3DS,2012.0,Racing,0.12,0.14,0.0,0.02,,,
Monster Hunter Stories,3DS,2016.0,Action,0.0,0.0,0.28,0.0,,,
Kobitodzukan: Kobito Kansatsu Set,3DS,2012.0,Misc,0.0,0.0,0.28,0.0,,,
Ace Attorney 6,3DS,2016.0,Adventure,0.0,0.0,0.27,0.0,,,
Rhythm Thief & the Emperor's Treasure,3DS,2012.0,Misc,0.07,0.07,0.12,0.01,,,
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012.0,Action,0.0,0.0,0.27,0.0,,,
Aikatsu! 2-nin no My Princess,3DS,2013.0,Action,0.0,0.0,0.26,0.0,,,
Inazuma Eleven GO 3: Galaxy,3DS,2013.0,Sports,0.0,0.0,0.26,0.0,,,
Chibi-Robo! Zip Lash,3DS,2015.0,Platform,0.09,0.08,0.06,0.02,,,
LEGO The Hobbit,3DS,2014.0,Action,0.1,0.12,0.0,0.02,,,
FIFA 14,3DS,2013.0,Sports,0.0,0.22,0.0,0.01,,,
Girls Mode 3: Kirakira Code,3DS,2015.0,Action,0.0,0.0,0.23,0.0,,,
Cars 2,3DS,2011.0,Racing,0.21,0.0,0.0,0.02,,,
Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016.0,Action,0.0,0.0,0.22,0.0,,,
Hatsune Miku: Project Mirai 2,3DS,2013.0,Action,0.0,0.0,0.22,0.0,,,
Transformers: Dark of the Moon,3DS,2011.0,Action,0.16,0.04,0.0,0.02,,,
Magician's Quest: Town of Magic,3DS,2012.0,Simulation,0.0,0.0,0.21,0.0,,,
Little Battlers eXperience: Baku Boost,3DS,2012.0,Action,0.0,0.0,0.21,0.0,,,
WipeOut 3 The Game,3DS,2012.0,Action,0.18,0.0,0.0,0.02,,,
Story of Seasons: Good Friends of the Three Villages,3DS,2016.0,Simulation,0.0,0.0,0.2,0.0,,,
Aikatsu! Cinderella Lesson,3DS,2012.0,Role-Playing,0.0,0.0,0.2,0.0,,,
The Amazing Spider-Man (Console Version),3DS,2012.0,Action,0.15,0.03,0.0,0.01,,,
Shin Megami Tensei IV: Final,3DS,2016.0,Role-Playing,0.05,0.0,0.14,0.01,,,
Pac-Man & Galaga Dimensions,3DS,2011.0,Misc,0.1,0.04,0.04,0.01,,,
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,2015.0,Action,0.0,0.0,0.19,0.0,,,
New Love Plus,3DS,2012.0,Simulation,0.0,0.0,0.19,0.0,,,
Kuma-Tomo,3DS,2013.0,Misc,0.0,0.0,0.19,0.0,,,
Pro Evolution Soccer 2014,3DS,2013.0,Action,0.0,0.0,0.19,0.0,,,E
Hatsune Miku and Future Stars: Project Mirai,3DS,2012.0,Misc,0.0,0.0,0.18,0.0,,,
Super Robot Taisen UX,3DS,2013.0,Role-Playing,0.0,0.0,0.18,0.0,,,
Daigasso! Band Brothers P,3DS,2013.0,Misc,0.0,0.0,0.18,0.0,,,
Pro Evolution Soccer 2013,3DS,2012.0,Sports,0.05,0.02,0.1,0.01,,,
Transformers: Prime,3DS,2012.0,Action,0.13,0.02,0.0,0.02,,,
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013.0,Misc,0.0,0.08,0.08,0.01,,,
Project X Zone 2: Brave New World,3DS,2015.0,Role-Playing,0.05,0.03,0.08,0.01,,,
Michael Jackson: The Experience 3D,3DS,2011.0,Misc,0.13,0.03,0.0,0.01,,,
Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014.0,Action,0.0,0.0,0.17,0.0,,,
Dragon Quest X,3DS,2014.0,Role-Playing,0.0,0.0,0.17,0.0,,,
SD Gundam G Generation 3D,3DS,2011.0,Role-Playing,0.0,0.0,0.16,0.0,,,
Culdcept,3DS,2012.0,Misc,0.0,0.0,0.16,0.0,,,
Harvest Moon: The Lost Valley,3DS,2014.0,Simulation,0.13,0.01,0.0,0.02,,,
Toriko: Gourmet Monsters!,3DS,2012.0,Role-Playing,0.0,0.0,0.16,0.0,,,
Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011.0,Action,0.0,0.0,0.16,0.0,,,
Theatrhythm Dragon Quest,3DS,2015.0,Misc,0.0,0.0,0.15,0.0,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013.0,Action,0.1,0.03,0.0,0.01,,,
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,0.04,0.07,0.03,0.01,,,
Sumikko Gurashi: Omise Hajimerundesu,3DS,2015.0,Action,0.0,0.0,0.15,0.0,,,
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013.0,Action,0.0,0.0,0.15,0.0,,,
Derby Stallion Gold,3DS,2014.0,Sports,0.0,0.0,0.14,0.0,,,
Famista Returns,3DS,2015.0,Sports,0.0,0.0,0.14,0.0,,,
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012.0,Action,0.0,0.0,0.14,0.0,,,
Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015.0,Action,0.0,0.0,0.14,0.0,,,
Farming Simulator 2012,3DS,2012.0,Action,0.0,0.12,0.0,0.01,,,
Medalot 7,3DS,2012.0,Action,0.0,0.0,0.13,0.0,,,
Super Robot Wars BX,3DS,2015.0,Action,0.0,0.0,0.13,0.0,,,
The Oregon Trail,3DS,2011.0,Simulation,0.12,0.0,0.0,0.01,,,
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011.0,Role-Playing,0.0,0.0,0.13,0.0,,,
Puyo Puyo!! 20th Anniversary,3DS,2011.0,Puzzle,0.0,0.0,0.13,0.0,,,
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015.0,Action,0.0,0.0,0.13,0.0,,,
Aikatsu! 365 Idol Days,3DS,2014.0,Adventure,0.0,0.0,0.13,0.0,,,
Little Battlers eXperience: Wars,3DS,2013.0,Strategy,0.0,0.0,0.13,0.0,,,
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014.0,Misc,0.0,0.0,0.12,0.0,,,
Etrian Odyssey V,3DS,2016.0,Role-Playing,0.0,0.0,0.12,0.0,,,
Shin Megami Tensei: Devil Survivor 2,3DS,2015.0,Role-Playing,0.0,0.02,0.09,0.0,,,
One Piece: Super Grand Battle! X,3DS,2014.0,Fighting,0.0,0.0,0.12,0.0,,,
Pocket Soccer League: Calciobit,3DS,2012.0,Sports,0.0,0.0,0.11,0.0,,,
Puyo Puyo Tetris,3DS,2014.0,Puzzle,0.0,0.0,0.11,0.0,,,
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015.0,Action,0.0,0.0,0.11,0.0,,,
Funky Barn,3DS,2012.0,Simulation,0.07,0.03,0.0,0.01,,,
Happy Feet Two,3DS,2011.0,Action,0.08,0.02,0.0,0.01,,,
PriPara Mezase! Idol Grand Prix No.1!,3DS,2015.0,Misc,0.0,0.0,0.11,0.0,,,
AKB48+Me,3DS,2012.0,Action,0.0,0.0,0.11,0.0,,,
Picross 3D 2,3DS,2015.0,Puzzle,0.0,0.0,0.11,0.0,,,
Tales of the World: Reve Unitia,3DS,2014.0,Role-Playing,0.0,0.0,0.11,0.0,,,
Naruto Shippuden 3D: The New Era,3DS,2011.0,Action,0.0,0.04,0.06,0.01,,,
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016.0,Action,0.0,0.0,0.1,0.0,,,
Etrian Odyssey II: Heroes of Lagaard,3DS,2014.0,Role-Playing,0.0,0.0,0.1,0.0,,,
Little Battlers eXperience W,3DS,2013.0,Role-Playing,0.0,0.0,0.1,0.0,,,
Samurai Warriors Chronicles 2nd,3DS,2012.0,Action,0.0,0.0,0.1,0.0,,,
Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,2014.0,Role-Playing,0.07,0.02,0.0,0.01,,,
Kuroko's Basketball: Miracle Game,3DS,2014.0,Sports,0.0,0.0,0.1,0.0,,,
Disney Planes Fire & Rescue,3DS,2014.0,Action,0.01,0.08,0.0,0.01,,,
Ouchi Mainichi Tamagotchi,3DS,2012.0,Action,0.0,0.0,0.09,0.0,,,
Sonic Boom: Fire & Ice,3DS,2016.0,Platform,0.05,0.03,0.0,0.01,,,
Cardfight!! Vanguard: Ride to Victory,3DS,2013.0,Misc,0.0,0.0,0.09,0.0,,,
Digimon World Re:Digitize Decode,3DS,2013.0,Role-Playing,0.0,0.0,0.09,0.0,,,
Kuroko's Basketball: Ties to Future,3DS,2015.0,Action,0.0,0.0,0.09,0.0,,,
Inazuma Eleven 3,3DS,2013.0,Role-Playing,0.0,0.08,0.0,0.0,,,
Lost Heroes,3DS,2012.0,Role-Playing,0.0,0.0,0.09,0.0,,,
Adventure Time: Finn & Jake Investigations,3DS,2015.0,Action,0.03,0.05,0.0,0.01,,,
The Seven Deadly Sins: Unjust Sin,3DS,2015.0,Adventure,0.0,0.0,0.08,0.0,,,
Gundam the 3D Battle,3DS,2011.0,Action,0.0,0.0,0.08,0.0,,,
Kamen Rider: Travelers Senki,3DS,2013.0,Action,0.0,0.0,0.08,0.0,,,
Pretty Rhythm: My Deco Rainbow Wedding,3DS,2013.0,Misc,0.0,0.0,0.08,0.0,,,
One Piece: Romance Dawn - Bouken no Yoake,3DS,2013.0,Fighting,0.0,0.0,0.08,0.0,,,
Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,2013.0,Misc,0.0,0.0,0.08,0.0,,,
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013.0,Misc,0.0,0.0,0.08,0.0,,,
Doraemon: Nobita and the Island of Miracles,3DS,2012.0,Action,0.0,0.0,0.08,0.0,,,
Medabots Dual: Kabuto / Kuwagata,3DS,2013.0,Role-Playing,0.0,0.0,0.08,0.0,,,
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012.0,Action,0.0,0.0,0.08,0.0,,,
Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016.0,Misc,0.0,0.0,0.08,0.0,,,
Aikatsu! My No.1 Stage!,3DS,2015.0,Misc,0.0,0.0,0.08,0.0,,,
Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012.0,Action,0.0,0.0,0.08,0.0,,,
Kenka Banchou 6: Soul & Blood,3DS,2015.0,Fighting,0.0,0.0,0.07,0.0,,,
Medabots 8,3DS,2014.0,Role-Playing,0.0,0.0,0.07,0.0,,,
Touch Detective: Nameko Shigeru,3DS,2013.0,Adventure,0.0,0.0,0.07,0.0,,,
Hero Bank,3DS,2014.0,Role-Playing,0.0,0.0,0.07,0.0,,,
Model * Oshare Audition: Dream Girl,3DS,2013.0,Misc,0.0,0.0,0.07,0.0,,,
E.X. Troopers,3DS,2012.0,Shooter,0.0,0.0,0.07,0.0,,,
J Legend Retsuden,3DS,2013.0,Misc,0.0,0.0,0.07,0.0,,,
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012.0,Action,0.0,0.0,0.07,0.0,,,
Magi: The Labyrinth of Beginning,3DS,2013.0,Role-Playing,0.0,0.0,0.07,0.0,,,
Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014.0,Adventure,0.0,0.0,0.07,0.0,,,
Pro Yaky? Spirits 2011,3DS,2011.0,Sports,0.0,0.0,0.07,0.0,,,
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013.0,Action,0.0,0.0,0.07,0.0,,,
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014.0,Action,0.0,0.0,0.07,0.0,,,
Lost Heroes 2,3DS,2015.0,Action,0.0,0.0,0.07,0.0,,,
"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011.0,Platform,0.0,0.06,0.0,0.01,,,
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015.0,Action,0.0,0.0,0.07,0.0,,,
Transformer: Rise of the Dark Spark (3DS),3DS,2014.0,Role-Playing,0.05,0.01,0.0,0.01,,,
Gundam Try Age SP,3DS,2014.0,Strategy,0.0,0.0,0.07,0.0,,,
12-Sai. Honto no Kimochi,3DS,2014.0,Adventure,0.0,0.0,0.07,0.0,,,
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014.0,Misc,0.0,0.0,0.07,0.0,,,
Dynasty Warriors Vs,3DS,2012.0,Action,0.0,0.0,0.06,0.0,,,
The Amazing Spider-Man 2 (2014),3DS,2014.0,Action,0.03,0.03,0.0,0.01,,,
Game Center CX: 3-Choume no Arino,3DS,2014.0,Action,0.0,0.0,0.06,0.0,,,
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016.0,Action,0.0,0.0,0.06,0.0,,,
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014.0,Adventure,0.0,0.0,0.06,0.0,,,
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011.0,Action,0.0,0.0,0.06,0.0,,,
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014.0,Action,0.0,0.0,0.06,0.0,,,
JoJo's Bizarre Adventure: All Star Battle,3DS,2012.0,Fighting,0.06,0.0,0.0,0.0,,,
Smile PreCure! Let's Go! Marchen World,3DS,2012.0,Action,0.0,0.0,0.06,0.0,,,
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015.0,Action,0.0,0.0,0.06,0.0,,,
Toriko: Gourmet Battle!,3DS,2013.0,Role-Playing,0.0,0.0,0.06,0.0,,,
Culdcept Revolt,3DS,2016.0,Strategy,0.0,0.0,0.06,0.0,,,
Corpse Party: Back to School Edition,3DS,2016.0,Adventure,0.05,0.0,0.0,0.01,,,
Metal Max 4: Gekkou no Diva,3DS,2013.0,Role-Playing,0.0,0.0,0.06,0.0,,,
Magi: Aratanaru Sekai,3DS,2014.0,Role-Playing,0.0,0.0,0.06,0.0,,,
Girls RPG: Cinderellife,3DS,2012.0,Role-Playing,0.0,0.0,0.06,0.0,,,
Yuugen Gaisha Brave Company,3DS,2011.0,Strategy,0.0,0.0,0.06,0.0,,,
Ken to Mahou to Gakuen Mono. 3D,3DS,2011.0,Role-Playing,0.0,0.0,0.06,0.0,,,
Pro Yakyuu Famista 2011,3DS,2011.0,Sports,0.0,0.0,0.06,0.0,,,
New Prince of Tennis: Go to the Top,3DS,2015.0,Action,0.0,0.0,0.05,0.0,,,
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013.0,Action,0.0,0.0,0.05,0.0,,,
Minna no Ennichi,3DS,2012.0,Action,0.0,0.0,0.05,0.0,,,
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015.0,Action,0.0,0.0,0.05,0.0,,,
Guild 01,3DS,2012.0,Action,0.0,0.0,0.05,0.0,,,
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013.0,Role-Playing,0.0,0.0,0.05,0.0,,,
G1 Grand Prix,3DS,2012.0,Action,0.0,0.0,0.05,0.0,,,
Detective Conan: Marionette Symphony,3DS,2013.0,Adventure,0.0,0.0,0.05,0.0,,,
